pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
BWP_Res	NC_045646.1_RagTag	2600001	2700000	0.1881838074398249	23	258	1371	66873
BWP_Mig	NC_045646.1_RagTag	2600001	2700000	0.2087346200715437	31	10620	50878	1904416
MP	NC_045646.1_RagTag	2600001	2700000	0.0	16	0	3040	193420
BWP_Mig	NC_045646.1_RagTag	2700001	2800000	0.1519800953763218	37	6597	43407	3148601
BWP_Res	NC_045646.1_RagTag	2700001	2800000	0.2034372501998401	43	509	2502	108906
HP	NC_045646.1_RagTag	2700001	2800000	0.0521739130434782	23	18	345	24975
MP	NC_045646.1_RagTag	2700001	2800000	0.0430344827586206	23	156	3625	317095
MP	NC_045646.1_RagTag	2800001	2900000	0.0	5	0	913	160967
HP	NC_045646.1_RagTag	2800001	2900000	0.0	3	0	45	12735
BWP_Res	NC_045646.1_RagTag	2800001	2900000	0.2276422764227642	5	56	246	55986
BWP_Mig	NC_045646.1_RagTag	2800001	2900000	0.1834987351624829	8	943	5139	1605993
HP	NC_045646.1_RagTag	2900001	3000000	0.0	3	0	45	7590
MP	NC_045646.1_RagTag	2900001	3000000	0.0	3	0	570	96140
BWP_Mig	NC_045646.1_RagTag	2900001	3000000	0.1957942597328786	10	3445	17595	944924
BWP_Res	NC_045646.1_RagTag	2900001	3000000	0.0818181818181818	10	54	660	32934
BWP_Res	NC_045646.1_RagTag	3000001	3100000	0.1594754653130287	39	377	2364	106536
BWP_Mig	NC_045646.1_RagTag	3000001	3100000	0.2114076311012334	38	12461	58943	3061207
MP	NC_045646.1_RagTag	3000001	3100000	0.0341423948220064	34	211	6180	307320
HP	NC_045646.1_RagTag	3000001	3100000	0.0989898989898989	33	49	495	24255
BWP_Res	NC_045646.1_RagTag	3100001	3200000	0.0909090909090909	12	72	792	49962
BWP_Mig	NC_045646.1_RagTag	3100001	3200000	0.1244622268112201	14	2893	23244	1430935
MP	NC_045646.1_RagTag	3100001	3200000	0.0	12	0	2280	143830
HP	NC_045646.1_RagTag	3100001	3200000	0.1055555555555555	12	19	180	11355
HP	NC_045646.1_RagTag	3200001	3300000	0.1476190476190476	14	31	210	17730
MP	NC_045646.1_RagTag	3200001	3300000	0.0519930675909878	19	180	3462	223778
BWP_Res	NC_045646.1_RagTag	3200001	3300000	0.062200956937799	19	78	1254	77682
BWP_Mig	NC_045646.1_RagTag	3200001	3300000	0.1071636898975028	20	3858	36001	2225635
BWP_Res	NC_045646.1_RagTag	3300001	3400000	NA	0	0	0	9966
BWP_Mig	NC_045646.1_RagTag	3300001	3400000	NA	0	0	0	285541
MP	NC_045646.1_RagTag	3300001	3400000	NA	0	0	0	28690
HP	NC_045646.1_RagTag	3300001	3400000	NA	0	0	0	2265
MP	NC_045646.1_RagTag	3400001	3500000	0.0283018867924528	11	51	1802	91488
BWP_Res	NC_045646.1_RagTag	3400001	3500000	0.2822695035460993	11	199	705	31701
BWP_Mig	NC_045646.1_RagTag	3400001	3500000	0.0844031685331876	6	927	10983	917498
HP	NC_045646.1_RagTag	3400001	3500000	0.0	11	0	165	7200
BWP_Res	NC_045646.1_RagTag	3500001	3600000	0.0793650793650793	7	35	441	66549
BWP_Mig	NC_045646.1_RagTag	3500001	3600000	0.1433869679333561	11	2513	17526	1901839
MP	NC_045646.1_RagTag	3500001	3600000	0.0232751454696591	8	28	1203	191647
HP	NC_045646.1_RagTag	3500001	3600000	0.0833333333333333	8	10	120	15105
MP	NC_045646.1_RagTag	3600001	3700000	0.0423028785982478	22	169	3995	356055
BWP_Mig	NC_045646.1_RagTag	3600001	3700000	0.0491538674938841	26	1949	39651	3543794
HP	NC_045646.1_RagTag	3600001	3700000	0.0927536231884058	23	32	345	28080
BWP_Res	NC_045646.1_RagTag	3600001	3700000	0.1147075525269733	27	202	1761	123309
BWP_Res	NC_045646.1_RagTag	3700001	3800000	0.1104536489151873	8	56	507	34869
MP	NC_045646.1_RagTag	3700001	3800000	0.1377551020408163	8	189	1372	100468
BWP_Mig	NC_045646.1_RagTag	3700001	3800000	0.1512580020842638	8	2032	13434	1000142
HP	NC_045646.1_RagTag	3700001	3800000	0.1111111111111111	3	5	45	7995
BWP_Res	NC_045646.1_RagTag	3800001	3900000	0.0828402366863905	16	84	1014	91122
BWP_Mig	NC_045646.1_RagTag	3800001	3900000	0.1468435167065304	16	4052	27594	2612242
MP	NC_045646.1_RagTag	3800001	3900000	0.0572390572390572	16	170	2970	262270
HP	NC_045646.1_RagTag	3800001	3900000	0.1166666666666666	16	28	240	20700
BWP_Res	NC_045646.1_RagTag	3900001	4000000	NA	0	0	0	132
BWP_Mig	NC_045646.1_RagTag	3900001	4000000	NA	0	0	0	3782
MP	NC_045646.1_RagTag	3900001	4000000	NA	0	0	0	380
HP	NC_045646.1_RagTag	3900001	4000000	NA	0	0	0	30
HP	NC_045646.1_RagTag	4000001	4100000	0.0	4	0	60	11625
MP	NC_045646.1_RagTag	4000001	4100000	0.0673684210526315	5	64	950	147060
BWP_Res	NC_045646.1_RagTag	4000001	4100000	0.1575757575757575	5	52	330	51084
BWP_Mig	NC_045646.1_RagTag	4000001	4100000	0.1619711847297421	9	1765	10897	1462192
BWP_Res	NC_045646.1_RagTag	4100001	4200000	0.0	2	0	111	59817
BWP_Mig	NC_045646.1_RagTag	4100001	4200000	0.2730654761904761	13	4037	14784	1702244
MP	NC_045646.1_RagTag	4100001	4200000	0.0375060886507549	11	77	2053	170467
HP	NC_045646.1_RagTag	4100001	4200000	0.3111111111111111	3	14	45	13575
BWP_Mig	NC_045646.1_RagTag	4200001	4300000	0.1003035090636953	27	4825	48104	3357587
HP	NC_045646.1_RagTag	4200001	4300000	0.1371428571428571	35	72	525	26490
MP	NC_045646.1_RagTag	4200001	4300000	0.0085139318885448	34	55	6460	335730
BWP_Res	NC_045646.1_RagTag	4200001	4300000	0.1484633569739952	33	314	2115	116751
BWP_Res	NC_045646.1_RagTag	4300001	4400000	0.1565113500597371	13	131	837	49389
BWP_Mig	NC_045646.1_RagTag	4300001	4400000	0.0808356039963669	14	1513	18717	1420334
MP	NC_045646.1_RagTag	4300001	4400000	0.0529172320217096	13	117	2211	142379
HP	NC_045646.1_RagTag	4300001	4400000	0.1282051282051282	13	25	195	11220
BWP_Res	NC_045646.1_RagTag	4400001	4500000	0.0959595959595959	9	57	594	30162
MP	NC_045646.1_RagTag	4400001	4500000	0.0421052631578947	9	72	1710	86830
BWP_Mig	NC_045646.1_RagTag	4400001	4500000	0.175582909220026	9	2967	16898	864308
HP	NC_045646.1_RagTag	4400001	4500000	0.3466666666666667	5	26	75	6915
BWP_Res	NC_045646.1_RagTag	4500001	4600000	0.1200369344413665	18	130	1083	81021
BWP_Mig	NC_045646.1_RagTag	4500001	4600000	0.2086183918258551	20	7044	33765	2318639
MP	NC_045646.1_RagTag	4500001	4600000	0.005	20	19	3800	232560
HP	NC_045646.1_RagTag	4500001	4600000	0.05	12	9	180	18480
BWP_Res	NC_045646.1_RagTag	4600001	4700000	NA	0	0	0	18810
BWP_Mig	NC_045646.1_RagTag	4600001	4700000	0.2312423124231242	2	188	813	538122
MP	NC_045646.1_RagTag	4600001	4700000	0.0	2	0	240	53910
HP	NC_045646.1_RagTag	4600001	4700000	0.0	2	0	30	4245
HP	NC_045646.1_RagTag	4700001	4800000	NA	0	NA	NA	NA
MP	NC_045646.1_RagTag	4700001	4800000	NA	0	NA	NA	NA
BWP_Res	NC_045646.1_RagTag	4700001	4800000	NA	0	NA	NA	NA
BWP_Mig	NC_045646.1_RagTag	4700001	4800000	NA	0	NA	NA	NA
BWP_Res	NC_045646.1_RagTag	4800001	4900000	0.0	1	0	66	44946
BWP_Mig	NC_045646.1_RagTag	4800001	4900000	0.2719734660033167	2	492	1809	1287853
MP	NC_045646.1_RagTag	4800001	4900000	NA	0	0	0	129580
HP	NC_045646.1_RagTag	4800001	4900000	0.6	1	9	15	10215
HP	NC_045646.1_RagTag	4900001	5000000	0.0646464646464646	33	32	495	11415
BWP_Res	NC_045646.1_RagTag	4900001	5000000	0.140655105973025	34	292	2076	50328
BWP_Mig	NC_045646.1_RagTag	4900001	5000000	0.1739417989417989	35	8416	48384	1453070
MP	NC_045646.1_RagTag	4900001	5000000	0.0198816956950377	35	121	6086	144774
MP	NC_045646.1_RagTag	5000001	5100000	0.0703564727954971	6	75	1066	145234
HP	NC_045646.1_RagTag	5000001	5100000	0.0	4	0	60	11490
BWP_Res	NC_045646.1_RagTag	5000001	5100000	0.3271028037383177	11	210	642	50178
BWP_Mig	NC_045646.1_RagTag	5000001	5100000	0.2296905782825356	12	3964	17258	1438812
BWP_Res	NC_045646.1_RagTag	5100001	5200000	0.263653483992467	9	140	531	48045
BWP_Mig	NC_045646.1_RagTag	5100001	5200000	0.2073455759599332	9	1863	8985	1382791
MP	NC_045646.1_RagTag	5100001	5200000	0.0	3	0	570	139270
HP	NC_045646.1_RagTag	5100001	5200000	0.0	5	0	75	10965
HP	NC_045646.1_RagTag	5200001	5300000	0.15	8	18	120	11865
MP	NC_045646.1_RagTag	5200001	5300000	0.0187040748162992	10	28	1497	150313
BWP_Mig	NC_045646.1_RagTag	5200001	5300000	0.0999078940239475	13	1844	18457	1492452
BWP_Res	NC_045646.1_RagTag	5200001	5300000	0.0652173913043478	9	36	552	52182
MP	NC_045646.1_RagTag	5300001	5400000	0.0	2	0	240	24080
BWP_Mig	NC_045646.1_RagTag	5300001	5400000	0.3659439450026441	2	1384	3782	238266
BWP_Res	NC_045646.1_RagTag	5300001	5400000	0.4166666666666667	2	55	132	8316
HP	NC_045646.1_RagTag	5300001	5400000	NA	0	0	0	1920
BWP_Res	NC_045646.1_RagTag	5400001	5500000	0.0238095238095238	7	11	462	10032
BWP_Mig	NC_045646.1_RagTag	5400001	5500000	0.1267410542516352	7	1647	12995	287674
MP	NC_045646.1_RagTag	5400001	5500000	0.0428571428571428	7	57	1330	28880
HP	NC_045646.1_RagTag	5400001	5500000	0.0	7	0	105	2280
HP	NC_045646.1_RagTag	5500001	5600000	0.2777777777777778	6	25	90	3060
MP	NC_045646.1_RagTag	5500001	5600000	0.0844277673545966	6	90	1066	38834
BWP_Mig	NC_045646.1_RagTag	5500001	5600000	0.1140490040542922	6	1294	11346	385764
BWP_Res	NC_045646.1_RagTag	5500001	5600000	0.0	6	0	396	13464
BWP_Res	NC_045646.1_RagTag	5600001	5700000	0.2173423423423423	16	193	888	58446
BWP_Mig	NC_045646.1_RagTag	5600001	5700000	0.0627348601716704	20	1586	25281	1674728
MP	NC_045646.1_RagTag	5600001	5700000	0.0625	13	150	2400	168410
HP	NC_045646.1_RagTag	5600001	5700000	0.0355555555555555	15	8	225	13260
MP	NC_045646.1_RagTag	5700001	5800000	0.0290718038528896	16	83	2855	185625
HP	NC_045646.1_RagTag	5700001	5800000	0.075	16	18	240	14640
BWP_Mig	NC_045646.1_RagTag	5700001	5800000	0.1276583531842837	20	4448	34843	1841029
BWP_Res	NC_045646.1_RagTag	5700001	5800000	0.1022727272727272	16	108	1056	64416
BWP_Res	NC_045646.1_RagTag	5800001	5900000	0.1565656565656565	6	62	396	18282
BWP_Mig	NC_045646.1_RagTag	5800001	5900000	0.0824960338445267	6	936	11346	523807
MP	NC_045646.1_RagTag	5800001	5900000	0.1578947368421052	6	180	1140	52630
HP	NC_045646.1_RagTag	5800001	5900000	0.1111111111111111	6	10	90	4155
BWP_Res	NC_045646.1_RagTag	5900001	6000000	NA	0	NA	NA	NA
BWP_Mig	NC_045646.1_RagTag	5900001	6000000	NA	0	NA	NA	NA
MP	NC_045646.1_RagTag	5900001	6000000	NA	0	NA	NA	NA
HP	NC_045646.1_RagTag	5900001	6000000	NA	0	NA	NA	NA
MP	NC_045646.1_RagTag	6000001	6100000	0.1010591350397175	15	229	2266	162464
BWP_Mig	NC_045646.1_RagTag	6000001	6100000	0.1008866701438044	18	1354	13421	1626076
BWP_Res	NC_045646.1_RagTag	6000001	6100000	0.0967078189300411	8	47	486	56736
HP	NC_045646.1_RagTag	6000001	6100000	0.0	11	0	165	12840
BWP_Res	NC_045646.1_RagTag	6100001	6200000	0.2142368240930869	25	313	1461	77541
BWP_Mig	NC_045646.1_RagTag	6100001	6200000	0.1983860396526298	22	4843	24412	2239115
MP	NC_045646.1_RagTag	6100001	6200000	0.0277319247276328	18	84	3029	224401
HP	NC_045646.1_RagTag	6100001	6200000	0.0	11	0	165	17790
BWP_Res	NC_045646.1_RagTag	6200001	6300000	0.0	2	0	132	32406
BWP_Mig	NC_045646.1_RagTag	6200001	6300000	0.0560578661844484	5	341	6083	926180
MP	NC_045646.1_RagTag	6200001	6300000	0.0953516090584028	5	80	839	92831
HP	NC_045646.1_RagTag	6200001	6300000	0.15	4	9	60	7335
MP	NC_045646.1_RagTag	6300001	6400000	0.1342105263157894	2	51	380	26790
HP	NC_045646.1_RagTag	6300001	6400000	0.6	1	9	15	2130
BWP_Res	NC_045646.1_RagTag	6300001	6400000	0.0	2	0	132	9306
BWP_Mig	NC_045646.1_RagTag	6300001	6400000	0.0327683615819209	2	116	3540	266873
HP	NC_045646.1_RagTag	6400001	6500000	NA	0	0	0	14700
BWP_Res	NC_045646.1_RagTag	6400001	6500000	0.0	2	0	90	64590
BWP_Mig	NC_045646.1_RagTag	6400001	6500000	0.2631578947368421	9	1380	5244	1847936
MP	NC_045646.1_RagTag	6400001	6500000	0.1302631578947368	4	99	760	185440
BWP_Res	NC_045646.1_RagTag	6500001	6600000	NA	0	0	0	11286
BWP_Mig	NC_045646.1_RagTag	6500001	6600000	NA	0	0	0	323361
MP	NC_045646.1_RagTag	6500001	6600000	NA	0	0	0	32490
HP	NC_045646.1_RagTag	6500001	6600000	NA	0	0	0	2565
BWP_Mig	NC_045646.1_RagTag	6600001	6700000	0.2557372346528973	16	5349	20916	2509242
BWP_Res	NC_045646.1_RagTag	6600001	6700000	0.168560606060606	8	89	528	87780
HP	NC_045646.1_RagTag	6600001	6700000	0.0	7	0	105	19965
MP	NC_045646.1_RagTag	6600001	6700000	0.2197368421052631	12	501	2280	251940
HP	NC_045646.1_RagTag	6700001	6800000	0.2555555555555555	6	23	90	11295
BWP_Res	NC_045646.1_RagTag	6700001	6800000	0.0606060606060606	5	20	330	49764
MP	NC_045646.1_RagTag	6700001	6800000	0.0	5	0	950	143260
BWP_Mig	NC_045646.1_RagTag	6700001	6800000	0.0889476467477525	5	841	9455	1425814
MP	NC_045646.1_RagTag	6800001	6900000	0.0485502360080917	16	144	2966	103434
HP	NC_045646.1_RagTag	6800001	6900000	0.0	1	0	15	8385
BWP_Res	NC_045646.1_RagTag	6800001	6900000	0.1505681818181818	16	159	1056	35904
BWP_Mig	NC_045646.1_RagTag	6800001	6900000	0.0777825758393608	11	1441	18526	1040434
MP	NC_045646.1_RagTag	6900001	7000000	0.0573770491803278	25	252	4392	230068
HP	NC_045646.1_RagTag	6900001	7000000	0.0	32	0	480	18030
BWP_Res	NC_045646.1_RagTag	6900001	7000000	0.1340530814215024	34	298	2223	79221
BWP_Mig	NC_045646.1_RagTag	6900001	7000000	0.1077968000560165	32	6158	57126	2276368
BWP_Res	NC_045646.1_RagTag	7000001	7100000	0.0	3	0	135	38475
BWP_Mig	NC_045646.1_RagTag	7000001	7100000	0.1340304182509505	5	987	7364	1098871
MP	NC_045646.1_RagTag	7000001	7100000	0.0	2	0	380	110770
HP	NC_045646.1_RagTag	7000001	7100000	0.1444444444444444	6	13	90	8685
BWP_Res	NC_045646.1_RagTag	7100001	7200000	0.5333333333333333	1	24	45	25827
BWP_Mig	NC_045646.1_RagTag	7100001	7200000	NA	0	0	0	741272
MP	NC_045646.1_RagTag	7100001	7200000	0.0	4	0	760	73720
HP	NC_045646.1_RagTag	7100001	7200000	0.0833333333333333	4	5	60	5820
HP	NC_045646.1_RagTag	7200001	7300000	0.0	9	0	135	12480
MP	NC_045646.1_RagTag	7200001	7300000	0.0	14	0	2450	157340
BWP_Mig	NC_045646.1_RagTag	7200001	7300000	0.1894327738131135	17	5654	29847	1560484
BWP_Res	NC_045646.1_RagTag	7200001	7300000	0.1382113821138211	14	119	861	54645
MP	NC_045646.1_RagTag	7300001	7400000	0.0972169271826153	14	255	2623	158877
BWP_Mig	NC_045646.1_RagTag	7300001	7400000	0.2132259431962696	15	5533	25949	1581401
HP	NC_045646.1_RagTag	7300001	7400000	0.0484848484848484	11	8	165	12585
BWP_Res	NC_045646.1_RagTag	7300001	7400000	0.1183431952662721	8	60	507	55593
BWP_Mig	NC_045646.1_RagTag	7400001	7500000	0.0378432021171022	11	572	15115	1145959
MP	NC_045646.1_RagTag	7400001	7500000	0.028105167724388	12	62	2206	114454
BWP_Res	NC_045646.1_RagTag	7400001	7500000	0.1	10	66	660	39864
HP	NC_045646.1_RagTag	7400001	7500000	0.1037037037037037	9	14	135	9075
BWP_Res	NC_045646.1_RagTag	7500001	7600000	0.1495098039215686	13	122	816	51786
BWP_Mig	NC_045646.1_RagTag	7500001	7600000	0.2384586975255447	14	3874	16246	1490881
MP	NC_045646.1_RagTag	7500001	7600000	0.0	10	0	1900	149530
HP	NC_045646.1_RagTag	7500001	7600000	0.0	7	0	105	11850
HP	NC_045646.1_RagTag	7600001	7700000	0.1619047619047619	7	17	105	9630
MP	NC_045646.1_RagTag	7600001	7700000	0.0242038216560509	9	38	1570	121740
BWP_Mig	NC_045646.1_RagTag	7600001	7700000	0.0958575830195138	10	1680	17526	1209733
BWP_Res	NC_045646.1_RagTag	7600001	7700000	0.2111692844677138	9	121	573	42261
BWP_Res	NC_045646.1_RagTag	7700001	7800000	0.0292207792207792	14	27	924	31548
BWP_Mig	NC_045646.1_RagTag	7700001	7800000	0.0740490963042891	14	1647	22242	908130
MP	NC_045646.1_RagTag	7700001	7800000	0.0379591836734693	14	93	2450	91030
HP	NC_045646.1_RagTag	7700001	7800000	0.0238095238095238	14	5	210	7170
HP	NC_045646.1_RagTag	7800001	7900000	0.1333333333333333	5	10	75	13140
MP	NC_045646.1_RagTag	7800001	7900000	0.0061224489795918	14	15	2450	164940
BWP_Res	NC_045646.1_RagTag	7800001	7900000	0.1885964912280701	11	129	684	57462
BWP_Mig	NC_045646.1_RagTag	7800001	7900000	0.2451538768984812	13	4907	20016	1645955
BWP_Res	NC_045646.1_RagTag	7900001	8000000	0.1921487603305785	22	279	1452	52140
BWP_Mig	NC_045646.1_RagTag	7900001	8000000	0.107896615736113	23	3778	35015	1500477
MP	NC_045646.1_RagTag	7900001	8000000	0.0528846153846153	19	187	3536	150744
HP	NC_045646.1_RagTag	7900001	8000000	0.0	19	0	285	11895
MP	NC_045646.1_RagTag	8000001	8100000	0.0	6	0	1140	148580
BWP_Res	NC_045646.1_RagTag	8000001	8100000	0.2196969696969697	6	87	396	51612
BWP_Mig	NC_045646.1_RagTag	8000001	8100000	0.1340560549973559	6	1521	11346	1478762
HP	NC_045646.1_RagTag	8000001	8100000	0.0555555555555555	6	5	90	11730
MP	NC_045646.1_RagTag	8100001	8200000	0.0096938775510204	21	38	3920	177530
HP	NC_045646.1_RagTag	8100001	8200000	0.0476190476190476	21	15	315	14010
BWP_Mig	NC_045646.1_RagTag	8100001	8200000	0.1138107416879795	21	4094	35972	1769933
BWP_Res	NC_045646.1_RagTag	8100001	8200000	0.1	15	99	990	62040
BWP_Mig	NC_045646.1_RagTag	8200001	8300000	0.1735042735042735	11	2030	11700	801430
MP	NC_045646.1_RagTag	8200001	8300000	0.025	4	19	760	80940
BWP_Res	NC_045646.1_RagTag	8200001	8300000	0.0	4	0	264	28116
HP	NC_045646.1_RagTag	8200001	8300000	NA	0	0	0	6450
BWP_Res	NC_045646.1_RagTag	8300001	8400000	0.0407925407925407	13	35	858	45540
BWP_Mig	NC_045646.1_RagTag	8300001	8400000	0.0383131092102645	15	963	25135	1304238
MP	NC_045646.1_RagTag	8300001	8400000	0.0389830508474576	17	115	2950	130620
HP	NC_045646.1_RagTag	8300001	8400000	0.0596491228070175	19	17	285	10260
HP	NC_045646.1_RagTag	8400001	8500000	0.1179487179487179	13	23	195	9510
MP	NC_045646.1_RagTag	8400001	8500000	0.0335526315789473	8	51	1520	121410
BWP_Mig	NC_045646.1_RagTag	8400001	8500000	0.0715263033734371	13	1516	21195	1202282
BWP_Res	NC_045646.1_RagTag	8400001	8500000	0.1098484848484848	8	58	528	42174
BWP_Res	NC_045646.1_RagTag	8500001	8600000	0.0882567469000729	23	121	1371	69975
BWP_Mig	NC_045646.1_RagTag	8500001	8600000	0.111317408413235	25	4017	36086	2008085
MP	NC_045646.1_RagTag	8500001	8600000	0.0223916150547879	24	94	4198	201192
HP	NC_045646.1_RagTag	8500001	8600000	0.0693333333333333	25	26	375	15840
BWP_Mig	NC_045646.1_RagTag	8600001	8700000	0.1720444871618838	30	7518	43698	3556766
MP	NC_045646.1_RagTag	8600001	8700000	0.036370903277378	29	182	5004	356756
HP	NC_045646.1_RagTag	8600001	8700000	0.0771929824561403	19	22	285	28275
BWP_Res	NC_045646.1_RagTag	8600001	8700000	0.1972386587771203	32	400	2028	123636
BWP_Res	NC_045646.1_RagTag	8700001	8800000	0.1063218390804597	19	111	1044	97626
BWP_Mig	NC_045646.1_RagTag	8700001	8800000	0.0741852642239664	15	2051	27647	2799398
MP	NC_045646.1_RagTag	8700001	8800000	0.0047579065211307	19	17	3573	280477
HP	NC_045646.1_RagTag	8700001	8800000	0.0333333333333333	16	8	240	22185
MP	NC_045646.1_RagTag	8800001	8900000	0.0113344739093242	25	53	4676	140104
BWP_Mig	NC_045646.1_RagTag	8800001	8900000	0.1071165463385884	25	4362	40722	1400220
BWP_Res	NC_045646.1_RagTag	8800001	8900000	0.0788022064617809	24	100	1269	49023
HP	NC_045646.1_RagTag	8800001	8900000	0.0956521739130434	23	33	345	11085
BWP_Res	NC_045646.1_RagTag	8900001	9000000	0.1685254027261462	27	272	1614	71184
BWP_Mig	NC_045646.1_RagTag	8900001	9000000	0.2178721476233627	27	10579	48556	2037217
MP	NC_045646.1_RagTag	8900001	9000000	0.0540130151843817	25	249	4610	204960
HP	NC_045646.1_RagTag	8900001	9000000	0.1	20	30	300	16245
HP	NC_045646.1_RagTag	9000001	9100000	0.0	4	0	60	11490
MP	NC_045646.1_RagTag	9000001	9100000	0.0689655172413793	11	124	1798	144502
BWP_Res	NC_045646.1_RagTag	9000001	9100000	0.0	13	0	816	50004
BWP_Mig	NC_045646.1_RagTag	9000001	9100000	0.0941531161963129	13	1905	20233	1435837
BWP_Res	NC_045646.1_RagTag	9100001	9200000	0.0	1	0	66	27060
BWP_Mig	NC_045646.1_RagTag	9100001	9200000	0.0228097459823742	2	44	1929	775272
MP	NC_045646.1_RagTag	9100001	9200000	0.0	1	0	153	77937
HP	NC_045646.1_RagTag	9100001	9200000	0.0	1	0	15	6150
BWP_Res	NC_045646.1_RagTag	9200001	9300000	0.202020202020202	3	40	198	22506
BWP_Mig	NC_045646.1_RagTag	9200001	9300000	0.18265465935787	3	933	5108	645396
MP	NC_045646.1_RagTag	9200001	9300000	0.0	3	0	500	64860
HP	NC_045646.1_RagTag	9200001	9300000	NA	0	0	0	5160
HP	NC_045646.1_RagTag	9300001	9400000	0.0	2	0	30	8370
BWP_Res	NC_045646.1_RagTag	9300001	9400000	0.1742424242424242	8	92	528	36432
BWP_Mig	NC_045646.1_RagTag	9300001	9400000	0.1830579067580277	8	2725	14886	1044074
MP	NC_045646.1_RagTag	9300001	9400000	0.0	8	0	1335	105065
MP	NC_045646.1_RagTag	9400001	9500000	0.0	6	0	1140	36670
HP	NC_045646.1_RagTag	9400001	9500000	0.0	11	0	165	2820
BWP_Res	NC_045646.1_RagTag	9400001	9500000	0.1767676767676767	6	70	396	12738
BWP_Mig	NC_045646.1_RagTag	9400001	9500000	0.0827296988181471	11	1085	13115	363194
BWP_Res	NC_045646.1_RagTag	9500001	9600000	0.0	2	0	132	11682
BWP_Mig	NC_045646.1_RagTag	9500001	9600000	0.0	2	0	3782	334707
MP	NC_045646.1_RagTag	9500001	9600000	0.0	2	0	380	33630
HP	NC_045646.1_RagTag	9500001	9600000	0.0	2	0	30	2655
HP	NC_045646.1_RagTag	9600001	9700000	NA	0	0	0	10740
MP	NC_045646.1_RagTag	9600001	9700000	0.1562932226832641	4	113	723	135317
BWP_Res	NC_045646.1_RagTag	9600001	9700000	0.0	3	0	198	47058
BWP_Mig	NC_045646.1_RagTag	9600001	9700000	0.0911334390974792	3	517	5673	1348283
HP	NC_045646.1_RagTag	9700001	9800000	0.1777777777777777	3	8	45	24810
MP	NC_045646.1_RagTag	9700001	9800000	0.0	9	0	1599	313231
BWP_Mig	NC_045646.1_RagTag	9700001	9800000	0.1420708213564919	10	2323	16351	3117036
BWP_Res	NC_045646.1_RagTag	9700001	9800000	0.2546666666666666	12	191	750	108612
BWP_Res	NC_045646.1_RagTag	9800001	9900000	0.0428571428571428	7	18	420	32316
BWP_Mig	NC_045646.1_RagTag	9800001	9900000	0.1168992799359943	7	1315	11249	926687
MP	NC_045646.1_RagTag	9800001	9900000	0.0	3	0	570	93670
HP	NC_045646.1_RagTag	9800001	9900000	0.0857142857142857	7	9	105	7335
MP	NC_045646.1_RagTag	9900001	10000000	NA	0	0	0	4180
BWP_Mig	NC_045646.1_RagTag	9900001	10000000	NA	0	0	0	41602
BWP_Res	NC_045646.1_RagTag	9900001	10000000	0.3555555555555555	1	16	45	1407
HP	NC_045646.1_RagTag	9900001	10000000	NA	0	0	0	330
BWP_Res	NC_045646.1_RagTag	10000001	10100000	0.1454545454545454	15	144	990	60720
BWP_Mig	NC_045646.1_RagTag	10000001	10100000	0.1519346093814179	15	3699	24346	1743739
MP	NC_045646.1_RagTag	10000001	10100000	0.0478182904961147	9	80	1673	175977
HP	NC_045646.1_RagTag	10000001	10100000	0.0	5	0	75	13950
BWP_Mig	NC_045646.1_RagTag	10100001	10200000	0.0960961659187611	23	4133	43009	1397933
HP	NC_045646.1_RagTag	10100001	10200000	0.0	23	0	345	11085
BWP_Res	NC_045646.1_RagTag	10100001	10200000	0.0632411067193675	23	96	1518	48774
MP	NC_045646.1_RagTag	10100001	10200000	0.0781578947368421	20	297	3800	140980
HP	NC_045646.1_RagTag	10200001	10300000	0.0	4	0	60	17595
BWP_Mig	NC_045646.1_RagTag	10200001	10300000	0.1912786562346118	12	3496	18277	2207430
BWP_Res	NC_045646.1_RagTag	10200001	10300000	0.2848904267589389	16	247	867	76815
MP	NC_045646.1_RagTag	10200001	10300000	0.0	14	0	2660	220970
MP	NC_045646.1_RagTag	10300001	10400000	NA	0	0	0	23370
BWP_Mig	NC_045646.1_RagTag	10300001	10400000	NA	0	0	0	232593
BWP_Res	NC_045646.1_RagTag	10300001	10400000	NA	0	0	0	8118
HP	NC_045646.1_RagTag	10300001	10400000	NA	0	0	0	1845
BWP_Res	NC_045646.1_RagTag	10400001	10500000	0.2469135802469135	13	160	648	29052
BWP_Mig	NC_045646.1_RagTag	10400001	10500000	0.2910138595962639	18	7727	26552	824398
MP	NC_045646.1_RagTag	10400001	10500000	0.0	8	0	1520	83980
HP	NC_045646.1_RagTag	10400001	10500000	0.0	3	0	45	6705
BWP_Res	NC_045646.1_RagTag	10500001	10600000	NA	0	0	0	726
BWP_Mig	NC_045646.1_RagTag	10500001	10600000	NA	0	0	0	20801
MP	NC_045646.1_RagTag	10500001	10600000	0.2941176470588235	1	45	153	1937
HP	NC_045646.1_RagTag	10500001	10600000	NA	0	0	0	165
MP	NC_045646.1_RagTag	10600001	10700000	0.0034482758620689	29	19	5510	181260
HP	NC_045646.1_RagTag	10600001	10700000	0.0262626262626262	33	13	495	14250
BWP_Res	NC_045646.1_RagTag	10600001	10700000	0.1363636363636363	33	297	2178	62700
